Provider_ID,Hospital_Name,Period,Avg_Spending_Per_Episode_Hospital,Avg_Spending_Per_Episode_State,Avg_Spending_Per_Episode_Nation,Percent_of_Spending_Hospital,Percent_of_Spending_State,Percent_of_Spending_Nation, Total Discharges , Average Covered Charges , Average Total Payments ,Average Medicare Payments,State,Measure Response,Condition,Score,Sample,Measure Name,Value,Payment measure name,Payment category,Denominator,Payment,Lower estimate,Higher estimate,Value of care display name,Value of care category,"Measure Name_x_Able to track patients’ lab results, tests, and referrals electronically between visits",Measure Name_x_General Surgery Registry,Measure Name_x_Multispecialty surgical registry,Measure Name_x_Nursing care registry,Measure Name_x_Patient Safety Culture,Measure Name_x_Safe surgery checklist use (inpatient),Measure Name_x_Safe surgery checklist use (outpatient),Measure Name_y_Door to diagnostic eval,Measure Name_y_ED1,Measure Name_y_ED2,Measure Name_y_Emergency department volume,Measure Name_y_Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,Measure Name_y_Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,Measure Name_y_External Beam Radiotherapy for Bone Metastases,Measure Name_y_Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Measure Name_y_Head CT results,Measure Name_y_Healthcare workers given influenza vaccination,Measure Name_y_Hospital acquired potentially preventable venous thromboembolism,Measure Name_y_Immunization for influenza,Measure Name_y_Improvement in Patient’s Visual Function within 90 Days Following Cataract Surgery,Measure Name_y_Left before being seen,Measure Name_y_Median Time to ECG,Measure Name_y_Median Time to Fibrinolysis,Measure Name_y_Median Time to Transfer to Another Facility for Acute Coronary Intervention,Measure Name_y_Median time to pain med,Measure Name_y_OP 18,"Measure Name_y_Percent of newborns whose deliveries were scheduled early (1-3 weeks early), when a scheduled delivery was not medically necessary"
450587,BROWNWOOD REGIONAL MEDICAL CENTER,1 through 30 days After Discharge from Index Hospital Admission,$926,$776,$697,4.49%,3.55%,3.43%,12,$20395.08,$5055.16,$4025.50,TX,Y,Heart Attack or Chest Pain,98,120,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.061945,Payment for pneumonia patients,No Different than the National Average Payment,386,"$17,072","$15,996","$18,128",Value of Care Pneumonia measure,Worse mortality and average payment,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450596,LAKE GRANBURY MEDICAL CENTER,1 to 3 days Prior to Index Hospital Admission,$2,$3,$2,0.01%,0.01%,0.01%,11,$53938.63,$8901.09,$7632.00,TX,N,Blood Clot Prevention and Treatment,Not Available,Not Available,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.041550,Payment for heart failure patients,No Different than the National Average Payment,132,"$16,359","$14,724","$18,135",Value of Care Heart Failure measure,Average mortality and average payment,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
450597,CUERO COMMUNITY HOSPITAL,1 to 3 days Prior to Index Hospital Admission,$215,$124,$126,1.06%,0.57%,0.62%,14,$10880.14,$4677.35,$4115.92,TX,Y,Heart Attack or Chest Pain,Not Available,Not Available,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.181215,Payment for pneumonia patients,Greater than the National Average Payment,154,"$19,779","$17,996","$21,511",Value of Care Pneumonia measure,Average mortality and higher payment,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
450604,HILL COUNTRY MEMORIAL HOSPITAL INC,1 to 3 days Prior to Index Hospital Admission,$5,$18,$11,0.03%,0.08%,0.05%,14,$11835.57,$5986.00,$5024.85,TX,Y,Colonoscopy care,83,134,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .962748,Payment for hip/knee replacement patients,Less than the National Average Payment,564,"$21,668","$21,070","$22,310",Value of Care hip/knee replacement measure,Average complications and lower payment,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450605,CARE REGIONAL MEDICAL CENTER,1 through 30 days After Discharge from Index Hospital Admission,$306,$698,$697,1.71%,3.2%,3.43%,11,$26010.00,$11667.00,$11049.54,TX,N,Emergency Department,392,577,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.140744,Payment for heart attack patients,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,Value of Care Heart Attack measure,Not Available,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450610,MEMORIAL HERMANN MEMORIAL CITY HOSPITAL,1 through 30 days After Discharge from Index Hospital Admission,$147,$147,$122,0.66%,0.67%,0.6%,45,$27120.73,$6831.64,$4782.64,TX,Yes,Heart Attack or Chest Pain,Not Available,Not Available,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.012060,Payment for hip/knee replacement patients,Less than the National Average Payment,734,"$19,844","$19,349","$20,340",Value of Care hip/knee replacement measure,Average complications and lower payment,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
450617,CLEAR LAKE REGIONAL MEDICAL CENTER,1 through 30 days After Discharge from Index Hospital Admission,$552,$776,$697,2.59%,3.55%,3.43%,25,$42658.68,$6019.44,$4910.40,TX,Yes,Heart Attack or Chest Pain,Not Available,Not Available,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.077980,Payment for pneumonia patients,Greater than the National Average Payment,971,"$21,200","$20,338","$22,009",Value of Care Pneumonia measure,Better mortality and higher payment,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
450620,DIMMIT REGIONAL HOSPITAL,1 to 3 days Prior to Index Hospital Admission,$7,$124,$126,0.05%,0.57%,0.62%,24,$11442.62,$6785.37,$5964.45,TX,N,Emergency Department,68,237,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .944693,Payment for hip/knee replacement patients,Not Available,Not Available,Not Available,Not Available,Not Available,Value of Care hip/knee replacement measure,Not Available,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450634,MEDICAL CITY DENTON,1 to 3 days Prior to Index Hospital Admission,$118,$124,$126,0.58%,0.57%,0.62%,49,$40769.87,$6421.42,$4297.75,TX,Y,Heart Attack or Chest Pain,Not Available,Not Available,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.055283,Payment for heart failure patients,Greater than the National Average Payment,247,"$17,734","$16,369","$19,263",Value of Care Heart Failure measure,Better mortality and higher payment,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
450638,HOUSTON NORTHWEST MEDICAL CENTER,During Index Hospital Admission,$8709,$9836,$9676,38.57%,45.01%,47.66%,22,$27838.95,$6610.95,$5693.50,TX,N,Emergency Department,152,652,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.139778,Payment for hip/knee replacement patients,No Different than the National Average Payment,48,"$22,680","$20,703","$24,969",Value of Care hip/knee replacement measure,Average complications and average payment,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450639,TEXAS HEALTH HARRIS METHODIST HURST-EULESS-BEDFORD,1 to 3 days Prior to Index Hospital Admission,$0,$1,$0,0%,0%,0%,21,$35131.71,$9589.33,$8890.09,TX,Y,Preventive Care,91,1668,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.071604,Payment for heart failure patients,Greater than the National Average Payment,352,"$18,588","$17,306","$19,904",Value of Care Heart Failure measure,Average mortality and higher payment,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
450641,NOCONA GENERAL HOSPITAL,1 to 3 days Prior to Index Hospital Admission,$36,$18,$11,0.21%,0.08%,0.05%,18,$12017.11,$7616.72,$6932.05,TX,Y,Heart Attack or Chest Pain,87,15,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.018881,Payment for hip/knee replacement patients,Not Available,Not Available,Not Available,Not Available,Not Available,Value of Care hip/knee replacement measure,Not Available,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450643,DOCTORS HOSPITAL OF LAREDO,1 to 3 days Prior to Index Hospital Admission,$61,$18,$11,0.3%,0.08%,0.05%,16,$49956.68,$12618.56,$11852.31,TX,Yes,Colonoscopy care,70,71,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.023559,Payment for pneumonia patients,Greater than the National Average Payment,430,"$20,209","$19,086","$21,373",Value of Care Pneumonia measure,Better mortality and higher payment,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450644,WEST HOUSTON MEDICAL CENTER,1 to 3 days Prior to Index Hospital Admission,$8,$6,$6,0.03%,0.03%,0.03%,25,$55625.88,$12543.16,$11822.52,TX,N,Emergency Department,Not Available,Not Available,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.136770,Payment for heart failure patients,No Different than the National Average Payment,212,"$17,166","$15,749","$18,733",Value of Care Heart Failure measure,Average mortality and average payment,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
450647,MEDICAL CITY DALLAS HOSPITAL,1 to 3 days Prior to Index Hospital Admission,$7,$6,$6,0.03%,0.03%,0.03%,23,$39673.56,$6606.47,$5442.13,TX,Y,Heart Attack or Chest Pain,Not Available,Not Available,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.046238,Payment for heart attack patients,No Different than the National Average Payment,149,"$23,371","$21,270","$25,649",Value of Care Heart Attack measure,Average mortality and average payment,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450651,MEDICAL CENTER OF PLANO,During Index Hospital Admission,$11,$24,$20,0.05%,0.11%,0.1%,14,$43531.42,$5994.00,$5111.42,TX,Yes,Cancer care,Not Available,Not Available,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.128277,Payment for heart failure patients,No Different than the National Average Payment,310,"$17,065","$15,823","$18,346",Value of Care Heart Failure measure,Average mortality and average payment,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
450653,SCENIC MOUNTAIN MEDICAL CENTER,1 to 3 days Prior to Index Hospital Admission,$0,$6,$6,0%,0.03%,0.03%,13,$21772.46,$4583.38,$2760.46,TX,N,Emergency Department,211,482,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.009258,Payment for heart failure patients,No Different than the National Average Payment,117,"$16,131","$14,472","$17,901",Value of Care Heart Failure measure,Average mortality and average payment,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450654,STARR COUNTY MEMORIAL HOSPITAL,1 through 30 days After Discharge from Index Hospital Admission,$1506,$4099,$2745,11.28%,18.76%,13.52%,11,$8456.54,$4532.00,$3817.45,TX,N,Emergency Department,7,10432,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .923569,Payment for heart failure patients,No Different than the National Average Payment,38,"$15,319","$13,157","$17,654",Value of Care Heart Failure measure,Average mortality and average payment,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
450656,NACOGDOCHES MEDICAL CENTER,During Index Hospital Admission,$13,$24,$20,0.06%,0.11%,0.1%,23,$38774.39,$6003.60,$4661.73,TX,Y,Heart Attack or Chest Pain,Not Available,Not Available,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.054634,Payment for hip/knee replacement patients,Greater than the National Average Payment,67,"$27,466","$25,085","$29,981",Value of Care hip/knee replacement measure,Average complications and higher payment,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450658,FREESTONE MEDICAL CENTER,1 to 3 days Prior to Index Hospital Admission,$162,$124,$126,1%,0.57%,0.62%,14,$31131.28,$7350.07,$6705.50,TX,Yes,Cataract surgery outcome,Not Available,Not Available,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.017856,Payment for heart attack patients,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,Value of Care Heart Attack measure,Not Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
450659,PARK PLAZA HOSPITAL,During Index Hospital Admission,$0,$0,$0,0%,0%,0%,11,$95478.81,$14090.81,$13401.27,TX,Y,Preventive Care,87,797,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.157572,Payment for pneumonia patients,Greater than the National Average Payment,137,"$23,428","$21,437","$25,571",Value of Care Pneumonia measure,Better mortality and higher payment,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
450661,ODESSA REGIONAL MEDICAL CENTER,1 to 3 days Prior to Index Hospital Admission,$17,$8,$7,0.08%,0.04%,0.04%,13,$41376.61,$8073.07,$6862.84,TX,Yes,Heart Attack or Chest Pain,Not Available,Not Available,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.041655,Payment for heart failure patients,No Different than the National Average Payment,140,"$16,125","$14,581","$17,787",Value of Care Heart Failure measure,Average mortality and average payment,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
450662,VALLEY REGIONAL MEDICAL CENTER,1 to 3 days Prior to Index Hospital Admission,$34,$18,$11,0.15%,0.08%,0.05%,20,$104341.90,$14360.55,$13434.60,TX,Yes,Emergency Department,304,642,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.029290,Payment for heart attack patients,No Different than the National Average Payment,216,"$21,535","$19,845","$23,427",Value of Care Heart Attack measure,Average mortality and average payment,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450668,THE HOSPITALS OF PROVIDENCE - SIERRA CAMPUS,1 to 3 days Prior to Index Hospital Admission,$613,$593,$536,2.83%,2.71%,2.64%,14,$44351.78,$6153.71,$5167.78,TX,Yes,Emergency Department,46,212,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.038888,Payment for hip/knee replacement patients,Greater than the National Average Payment,319,"$24,775","$23,701","$25,814",Value of Care hip/knee replacement measure,Average complications and higher payment,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
450669,MEDICAL CENTER OF LEWISVILLE,1 through 30 days After Discharge from Index Hospital Admission,$738,$776,$697,3.57%,3.55%,3.43%,13,$33883.38,$7106.69,$4952.53,TX,N,Emergency Department,5,461,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.116928,Payment for hip/knee replacement patients,No Different than the National Average Payment,66,"$22,349","$20,611","$24,193",Value of Care hip/knee replacement measure,Average complications and average payment,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450670,TOMBALL REGIONAL MEDICAL CENTER,1 to 3 days Prior to Index Hospital Admission,$4,$6,$6,0.01%,0.03%,0.03%,11,$42696.63,$10747.72,$10027.36,TX,Yes,Emergency Department,271,844,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.178501,Payment for pneumonia patients,Greater than the National Average Payment,549,"$20,337","$19,323","$21,375",Value of Care Pneumonia measure,Better mortality and higher payment,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450672,MEDICAL CITY FORT WORTH,During Index Hospital Admission,$27,$24,$20,0.11%,0.11%,0.1%,25,$37590.68,$6937.76,$5239.52,TX,Yes,Pregnancy and Delivery Care,Not Available,Not Available,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.065255,Payment for hip/knee replacement patients,Greater than the National Average Payment,344,"$24,507","$23,558","$25,493",Value of Care hip/knee replacement measure,Average complications and higher payment,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
450675,MEDICAL CITY ARLINGTON,1 through 30 days After Discharge from Index Hospital Admission,$5557,$4099,$2745,25.34%,18.76%,13.52%,15,$38864.53,$6140.20,$5259.86,TX,Y,Emergency Department,100,16,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.104696,Payment for heart attack patients,No Different than the National Average Payment,161,"$24,657","$22,484","$27,140",Value of Care Heart Attack measure,Average mortality and average payment,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
450677,TEXAS HEALTH HUGULEY HOSPITAL FORT WORTH SOUTH,During Index Hospital Admission,$0,$0,$0,0%,0%,0%,14,$36013.28,$10553.14,$9672.85,TX,N,Pregnancy and Delivery Care,2,57,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.056532,Payment for heart failure patients,Greater than the National Average Payment,390,"$18,793","$17,612","$20,077",Value of Care Heart Failure measure,Better mortality and higher payment,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
450678,DOCTORS HOSPITAL AT WHITE ROCK LAKE,1 through 30 days After Discharge from Index Hospital Admission,$107,$147,$122,0.5%,0.67%,0.6%,25,$60566.76,$6970.32,$6066.00,TX,Y,Emergency Department,113,1078,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.097376,Payment for heart failure patients,No Different than the National Average Payment,217,"$16,770","$15,449","$18,239",Value of Care Heart Failure measure,Average mortality and average payment,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450684,MEMORIAL HERMANN NORTHEAST,1 to 3 days Prior to Index Hospital Admission,$593,$593,$536,2.77%,2.71%,2.64%,23,$27147.91,$8972.08,$4827.13,TX,Y,Emergency Department,"Very High (60,000+ patients annually)",Not Available,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.041884,Payment for heart attack patients,No Different than the National Average Payment,166,"$24,938","$22,639","$27,435",Value of Care Heart Attack measure,Average mortality and average payment,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450686,UNIVERSITY MEDICAL CENTER,1 to 3 days Prior to Index Hospital Admission,$3,$3,$2,0.01%,0.01%,0.01%,14,$31483.21,$8026.92,$7380.07,TX,Yes,Preventive Care,94,6543,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.044413,Payment for hip/knee replacement patients,Greater than the National Average Payment,160,"$24,266","$22,889","$25,686",Value of Care hip/knee replacement measure,Average complications and higher payment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
450688,DALLAS REGIONAL MEDICAL CENTER,During Index Hospital Admission,$8869,$9836,$9676,39.99%,45.01%,47.66%,20,$38346.45,$7109.75,$6155.55,TX,Y,Heart Attack or Chest Pain,Not Available,Not Available,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.047625,Payment for hip/knee replacement patients,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,Value of Care hip/knee replacement measure,Not Available,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
450690,THE UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT TYLER,1 through 30 days After Discharge from Index Hospital Admission,$186,$96,$85,1.15%,0.44%,0.42%,22,$52607.54,$12717.09,$10943.18,TX,Yes,Emergency Department,Not Available,Not Available,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .933880,Payment for pneumonia patients,No Different than the National Average Payment,223,"$15,954","$14,697","$17,185",Value of Care Pneumonia measure,Average mortality and average payment,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
450694,EL CAMPO MEMORIAL HOSPITAL,1 through 30 days After Discharge from Index Hospital Admission,$3574,$2673,$3010,22.81%,12.23%,14.83%,15,$10001.80,$4473.00,$3729.00,TX,Y,Heart Attack or Chest Pain,Not Available,Not Available,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .952608,Payment for heart attack patients,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,Value of Care Heart Attack measure,Not Available,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
450697,SOUTHWEST GENERAL HOSPITAL,1 to 3 days Prior to Index Hospital Admission,$53,$124,$126,0.22%,0.57%,0.62%,13,$54758.69,$16621.38,$12868.15,TX,Y,Emergency Department,91,11,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.053622,Payment for heart failure patients,Greater than the National Average Payment,117,"$20,773","$18,647","$23,194",Value of Care Heart Failure measure,Average mortality and higher payment,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
450698,LAMB HEALTHCARE CENTER,1 to 3 days Prior to Index Hospital Admission,$0,$1,$0,0%,0%,0%,11,$6655.18,$7701.00,$7095.18,TX,Y,Colonoscopy care,Not Available,Not Available,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .888529,Payment for heart failure patients,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,Value of Care Heart Failure measure,Not Available,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450702,LONGVIEW REGIONAL MEDICAL CENTER,1 to 3 days Prior to Index Hospital Admission,$3,$3,$2,0.01%,0.01%,0.01%,13,$43276.84,$6009.07,$3844.53,TX,N,Heart Attack or Chest Pain,Not Available,Not Available,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .987203,Payment for pneumonia patients,Less than the National Average Payment,346,"$15,800","$14,769","$16,811",Value of Care Pneumonia measure,Average mortality and lower payment,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450709,HOUSTON METHODIST ST JOHN HOSPITAL,During Index Hospital Admission,$0,$0,$0,0%,0%,0%,13,$41204.23,$9867.61,$8914.69,TX,Yes,Emergency Department,193,383,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.170179,Payment for hip/knee replacement patients,No Different than the National Average Payment,154,"$22,948","$21,713","$24,232",Value of Care hip/knee replacement measure,Average complications and average payment,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
450711,RIO GRANDE REGIONAL HOSPITAL,During Index Hospital Admission,$10,$24,$20,0.05%,0.11%,0.1%,17,$78714.23,$13859.47,$13069.82,TX,N,Heart Attack or Chest Pain,Not Available,Not Available,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .955032,Payment for heart failure patients,No Different than the National Average Payment,428,"$15,766","$14,790","$16,790",Value of Care Heart Failure measure,Better mortality and average payment,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
450713,ST DAVID'S SOUTH AUSTIN MEDICAL CENTER,1 to 3 days Prior to Index Hospital Admission,$12,$18,$11,0.06%,0.08%,0.05%,12,$23768.50,$5947.16,$5103.50,TX,N,Heart Attack or Chest Pain,Not Available,Not Available,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.044601,Payment for hip/knee replacement patients,Greater than the National Average Payment,237,"$25,379","$24,171","$26,634",Value of Care hip/knee replacement measure,Average complications and higher payment,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
450716,CYPRESS FAIRBANKS MEDICAL CENTER,1 to 3 days Prior to Index Hospital Admission,$66,$124,$126,0.31%,0.57%,0.62%,13,$87145.76,$14427.15,$10789.53,TX,Yes,Emergency Department,"High (40,000 - 59,999 patients annually)",132,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.180475,Payment for heart failure patients,No Different than the National Average Payment,87,"$16,919","$14,935","$19,049",Value of Care Heart Failure measure,Average mortality and average payment,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450718,ST. DAVID'S ROUND ROCK MEDICAL CENTER,During Index Hospital Admission,$0,$0,$0,0%,0%,0%,20,$54876.65,$11087.25,$10409.65,TX,Y,Emergency Department,0,43003,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.049749,Payment for hip/knee replacement patients,Greater than the National Average Payment,177,"$23,838","$22,612","$25,086",Value of Care hip/knee replacement measure,Average complications and higher payment,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
450723,METHODIST CHARLTON MEDICAL CENTER,During Index Hospital Admission,$1551,$1529,$1502,6.08%,7%,7.4%,17,$18625.17,$5880.47,$5168.41,TX,Y,Colonoscopy care,100,66,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.134848,Payment for hip/knee replacement patients,Greater than the National Average Payment,170,"$26,172","$24,719","$27,707",Value of Care hip/knee replacement measure,Average complications and higher payment,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450730,BAYLOR SCOTT AND WHITE MEDICAL CENTER CARROLLTON,1 to 3 days Prior to Index Hospital Admission,$9,$8,$7,0.04%,0.04%,0.04%,13,$22194.00,$7635.46,$6767.15,TX,Y,Preventive Care,100,937,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.106837,Payment for pneumonia patients,Greater than the National Average Payment,240,"$20,647","$19,047","$22,132",Value of Care Pneumonia measure,Average mortality and higher payment,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
450742,BAYLOR SCOTT AND WHITE MEDICAL CENTER LAKE POINTE,1 to 3 days Prior to Index Hospital Admission,$85,$124,$126,0.45%,0.57%,0.62%,11,$34236.63,$6129.18,$5311.72,TX,Yes,Heart Attack or Chest Pain,Not Available,Not Available,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.068848,Payment for pneumonia patients,No Different than the National Average Payment,244,"$16,872","$15,596","$18,125",Value of Care Pneumonia measure,Worse mortality and average payment,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
450743,TEXAS HEALTH PRESBYTERIAN HOSPITAL DENTON,1 through 30 days After Discharge from Index Hospital Admission,$504,$698,$697,2.46%,3.2%,3.43%,12,$17003.08,$6024.58,$4287.75,TX,Yes,Colonoscopy care,40,42,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.092320,Payment for pneumonia patients,Greater than the National Average Payment,419,"$19,448","$18,313","$20,528",Value of Care Pneumonia measure,Better mortality and higher payment,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450746,KNOX COUNTY HOSPITAL,1 through 30 days After Discharge from Index Hospital Admission,$17,$96,$85,0.14%,0.44%,0.42%,12,$3677.00,$5264.00,$4249.91,TX,N,Heart Attack or Chest Pain,Not Available,Not Available,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .860526,Payment for pneumonia patients,No Different than the National Average Payment,36,"$15,686","$13,156","$18,142",Value of Care Pneumonia measure,Average mortality and average payment,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
