Provider_ID,Hospital Name,City,State,Measure Name,Measure Response
500053,KENNEWICK GENERAL HOSPITAL,KENNEWICK,WA,General Surgery Registry,Y
500050,PEACEHEALTH SOUTHWEST MEDICAL CENTER,VANCOUVER,WA,Nursing care registry,Y
491302,CARILION GILES COMMUNITY HOSPITAL,PEARISBURG,VA,"Able to track patients’ lab results, tests, and referrals electronically between visits",Yes
500031,GRAYS HARBOR COMMUNITY HOSPITAL,ABERDEEN,WA,General Surgery Registry,Y
490111,WYTHE COUNTY COMMUNITY HOSPITAL,WYTHEVILLE,VA,Patient Safety Culture,Y
491308,RAPPAHANNOCK GENERAL HOSPITAL,KILMARNOCK,VA,Safe surgery checklist use (outpatient),Yes
500053,KENNEWICK GENERAL HOSPITAL,KENNEWICK,WA,Able to receive lab results electronically,Yes
500150,LEGACY SALMON CREEK MEDICAL CENTER,VANCOUVER,WA,Patient Safety Culture,Y
500058,KADLEC REGIONAL MEDICAL CENTER,RICHLAND,WA,Able to receive lab results electronically,Yes
500058,KADLEC REGIONAL MEDICAL CENTER,RICHLAND,WA,Safe surgery checklist use (inpatient),Y
510029,THOMAS MEMORIAL HOSPITAL,SOUTH CHARLESTON,WV,Safe surgery checklist use (outpatient),Yes
500007,ISLAND HOSPITAL,ANACORTES,WA,Nursing care registry,Y
500049,WALLA WALLA GENERAL HOSPITAL,WALLA WALLA,WA,Safe surgery checklist use (outpatient),Yes
500008,UNIVERSITY OF WASHINGTON MEDICAL CTR,SEATTLE,WA,"Able to track patients’ lab results, tests, and referrals electronically between visits",Yes
500054,PROVIDENCE SACRED HEART MEDICAL CENTER,SPOKANE,WA,Safe surgery checklist use (outpatient),Yes
510022,CHARLESTON AREA MEDICAL CENTER,CHARLESTON,WV,Able to receive lab results electronically,Yes
490111,WYTHE COUNTY COMMUNITY HOSPITAL,WYTHEVILLE,VA,Nursing care registry,N
491302,CARILION GILES COMMUNITY HOSPITAL,PEARISBURG,VA,Safe surgery checklist use (outpatient),Yes
500001,NORTHWEST HOSPITAL,SEATTLE,WA,Safe surgery checklist use (inpatient),Y
490143,RIVERSIDE DOCTORS' HOSPITAL OF WILLIAMSBURG,WILLIAMSBURG,VA,"Able to track patients’ lab results, tests, and referrals electronically between visits",Yes
491304,CARILION STONEWALL JACKSON HOSPITAL,LEXINGTON,VA,"Able to track patients’ lab results, tests, and referrals electronically between visits",Yes
500027,SWEDISH MEDICAL CENTER,SEATTLE,WA,General Surgery Registry,N
500049,WALLA WALLA GENERAL HOSPITAL,WALLA WALLA,WA,Able to receive lab results electronically,Yes
500108,ST JOSEPH MEDICAL CENTER,TACOMA,WA,Able to receive lab results electronically,Yes
500033,SAMARITAN HOSPITAL,MOSES LAKE,WA,Safe surgery checklist use (outpatient),Yes
500060,CASCADE VALLEY HOSPITAL,ARLINGTON,WA,Able to receive lab results electronically,Yes
490143,RIVERSIDE DOCTORS' HOSPITAL OF WILLIAMSBURG,WILLIAMSBURG,VA,Patient Safety Culture,Y
500077,PROVIDENCE HOLY FAMILY HOSPITAL,SPOKANE,WA,Able to receive lab results electronically,Yes
490130,RIVERSIDE WALTER REED HOSPITAL,GLOUCESTER,VA,Nursing care registry,Y
510039,OHIO VALLEY MEDICAL CENTER,WHEELING,WV,Safe surgery checklist use (inpatient),Y
500030,ST JOSEPH MEDICAL CENTER,BELLINGHAM,WA,"Able to track patients’ lab results, tests, and referrals electronically between visits",Yes
500002,PROVIDENCE ST MARY MEDICAL CENTER,WALLA WALLA,WA,Safe surgery checklist use (inpatient),Y
490112,CJW MEDICAL CENTER,RICHMOND,VA,Patient Safety Culture,Y
500041,PEACHEALTH ST JOHN MEDICAL CENTER,LONGVIEW,WA,Safe surgery checklist use (inpatient),Y
490111,WYTHE COUNTY COMMUNITY HOSPITAL,WYTHEVILLE,VA,Safe surgery checklist use (outpatient),Yes
500024,PROVIDENCE ST PETER HOSPITAL,OLYMPIA,WA,Patient Safety Culture,Y
500016,CENTRAL WASHINGTON HOSPITAL,WENATCHEE,WA,Nursing care registry,Y
500024,PROVIDENCE ST PETER HOSPITAL,OLYMPIA,WA,Safe surgery checklist use (inpatient),Y
500037,TOPPENISH COMMUNITY HOSPITAL,TOPPENISH,WA,Able to receive lab results electronically,No
490120,CHESAPEAKE GENERAL HOSPITAL,CHESAPEAKE,VA,Able to receive lab results electronically,Yes
501322,FERRY COUNTY MEMORIAL HOSPITAL,REPUBLIC,WA,Able to receive lab results electronically,Yes
500005,VIRGINIA MASON MEDICAL CENTER,SEATTLE,WA,"Able to track patients’ lab results, tests, and referrals electronically between visits",Yes
490113,SENTARA NORTHERN VIRGINIA MEDICAL CENTER,WOODBRIDGE,VA,Able to receive lab results electronically,Yes
500003,SKAGIT VALLEY HOSPITAL,MOUNT VERNON,WA,Safe surgery checklist use (outpatient),Yes
491308,RAPPAHANNOCK GENERAL HOSPITAL,KILMARNOCK,VA,"Able to track patients’ lab results, tests, and referrals electronically between visits",Yes
490114,LONESOME PINE HOSPITAL,BIG STONE GAP,VA,"Able to track patients’ lab results, tests, and referrals electronically between visits",Yes
500077,PROVIDENCE HOLY FAMILY HOSPITAL,SPOKANE,WA,Safe surgery checklist use (outpatient),Yes
500019,PROVIDENCE CENTRALIA HOSPITAL,CENTRALIA,WA,Able to receive lab results electronically,Yes
500001,NORTHWEST HOSPITAL,SEATTLE,WA,"Able to track patients’ lab results, tests, and referrals electronically between visits",Yes
500053,KENNEWICK GENERAL HOSPITAL,KENNEWICK,WA,"Able to track patients’ lab results, tests, and referrals electronically between visits",Yes
500079,MULTICARE GOOD SAMARITAN HOSPITAL,PUYALLUP,WA,Safe surgery checklist use (outpatient),Yes
500025,SWEDISH MEDICAL CENTER / CHERRY HILL,SEATTLE,WA,Safe surgery checklist use (outpatient),Yes
490127,BUCHANAN GENERAL HOSPITAL,GRUNDY,VA,Patient Safety Culture,Y
490113,SENTARA NORTHERN VIRGINIA MEDICAL CENTER,WOODBRIDGE,VA,General Surgery Registry,Y
500053,KENNEWICK GENERAL HOSPITAL,KENNEWICK,WA,Nursing care registry,Y
500139,CAPITAL MEDICAL CENTER,OLYMPIA,WA,Nursing care registry,N
490136,BON SECOURS ST FRANCIS MEDICAL CENTER,MIDLOTHIAN,VA,Nursing care registry,Y
500012,YAKIMA REGIONAL MEDICAL AND CARDIAC CENTER,YAKIMA,WA,Nursing care registry,N
500030,ST JOSEPH MEDICAL CENTER,BELLINGHAM,WA,Patient Safety Culture,Y
491308,RAPPAHANNOCK GENERAL HOSPITAL,KILMARNOCK,VA,General Surgery Registry,N
500064,HARBORVIEW MEDICAL CENTER,SEATTLE,WA,Safe surgery checklist use (outpatient),Yes
500027,SWEDISH MEDICAL CENTER,SEATTLE,WA,Safe surgery checklist use (inpatient),Y
500037,TOPPENISH COMMUNITY HOSPITAL,TOPPENISH,WA,General Surgery Registry,N
491304,CARILION STONEWALL JACKSON HOSPITAL,LEXINGTON,VA,Patient Safety Culture,Y
500003,SKAGIT VALLEY HOSPITAL,MOUNT VERNON,WA,Safe surgery checklist use (inpatient),Y
500014,PROVIDENCE REGIONAL MEDICAL CENTER EVERETT,EVERETT,WA,General Surgery Registry,Y
490114,LONESOME PINE HOSPITAL,BIG STONE GAP,VA,Safe surgery checklist use (inpatient),Y
490141,SPOTSYLVANIA REGIONAL MEDICAL CENTER,FREDERICKSBURG,VA,Able to receive lab results electronically,Yes
500050,PEACEHEALTH SOUTHWEST MEDICAL CENTER,VANCOUVER,WA,Safe surgery checklist use (inpatient),Y
490130,RIVERSIDE WALTER REED HOSPITAL,GLOUCESTER,VA,Safe surgery checklist use (outpatient),Yes
510031,ST FRANCIS HOSPITAL,CHARLESTON,WV,Nursing care registry,N
500033,SAMARITAN HOSPITAL,MOSES LAKE,WA,General Surgery Registry,N
491306,"PIONEER HEALTH SERVICES OF PATRICK COUNTY,INC",STUART,VA,Safe surgery checklist use (inpatient),Y
500037,TOPPENISH COMMUNITY HOSPITAL,TOPPENISH,WA,Safe surgery checklist use (outpatient),Yes
500001,NORTHWEST HOSPITAL,SEATTLE,WA,General Surgery Registry,Y
500026,SWEDISH EDMONDS HOSPITAL,EDMONDS,WA,General Surgery Registry,N
490140,"STAFFORD HOSPITAL, LLC",STAFFORD,VA,Able to receive lab results electronically,Yes
500008,UNIVERSITY OF WASHINGTON MEDICAL CTR,SEATTLE,WA,General Surgery Registry,Y
500031,GRAYS HARBOR COMMUNITY HOSPITAL,ABERDEEN,WA,"Able to track patients’ lab results, tests, and referrals electronically between visits",Yes
490141,SPOTSYLVANIA REGIONAL MEDICAL CENTER,FREDERICKSBURG,VA,Safe surgery checklist use (outpatient),Yes
500015,MULTICARE AUBURN MEDICAL CENTER,AUBURN,WA,Safe surgery checklist use (inpatient),Y
490143,RIVERSIDE DOCTORS' HOSPITAL OF WILLIAMSBURG,WILLIAMSBURG,VA,Able to receive lab results electronically,Yes
510031,ST FRANCIS HOSPITAL,CHARLESTON,WV,Able to receive lab results electronically,Yes
500015,MULTICARE AUBURN MEDICAL CENTER,AUBURN,WA,Nursing care registry,N
500025,SWEDISH MEDICAL CENTER / CHERRY HILL,SEATTLE,WA,Safe surgery checklist use (inpatient),Y
500072,OLYMPIC MEDICAL CENTER,PORT ANGELES,WA,General Surgery Registry,N
490120,CHESAPEAKE GENERAL HOSPITAL,CHESAPEAKE,VA,Patient Safety Culture,Y
500072,OLYMPIC MEDICAL CENTER,PORT ANGELES,WA,Safe surgery checklist use (outpatient),Yes
500024,PROVIDENCE ST PETER HOSPITAL,OLYMPIA,WA,"Able to track patients’ lab results, tests, and referrals electronically between visits",Yes
500015,MULTICARE AUBURN MEDICAL CENTER,AUBURN,WA,Able to receive lab results electronically,Yes
500049,WALLA WALLA GENERAL HOSPITAL,WALLA WALLA,WA,"Able to track patients’ lab results, tests, and referrals electronically between visits",Yes
490120,CHESAPEAKE GENERAL HOSPITAL,CHESAPEAKE,VA,Nursing care registry,N
500077,PROVIDENCE HOLY FAMILY HOSPITAL,SPOKANE,WA,Nursing care registry,Y
500025,SWEDISH MEDICAL CENTER / CHERRY HILL,SEATTLE,WA,Patient Safety Culture,Y
500054,PROVIDENCE SACRED HEART MEDICAL CENTER,SPOKANE,WA,"Able to track patients’ lab results, tests, and referrals electronically between visits",Yes
490119,SENTARA PRINCESS ANNE HOSPITAL,VIRGINIA BEACH,VA,Patient Safety Culture,N
500011,HIGHLINE MEDICAL CENTER,BURIEN,WA,General Surgery Registry,Y
491305,SHENANDOAH MEMORIAL HOSPITAL,WOODSTOCK,VA,"Able to track patients’ lab results, tests, and referrals electronically between visits",Yes
500054,PROVIDENCE SACRED HEART MEDICAL CENTER,SPOKANE,WA,Able to receive lab results electronically,Yes
500019,PROVIDENCE CENTRALIA HOSPITAL,CENTRALIA,WA,Nursing care registry,Y
500064,HARBORVIEW MEDICAL CENTER,SEATTLE,WA,Nursing care registry,Y
490144,NOVANT HEALTH UVA HEALTH HAYMARKET MEDICAL CENTER,HAYMARKET,VA,General Surgery Registry,N
490113,SENTARA NORTHERN VIRGINIA MEDICAL CENTER,WOODBRIDGE,VA,Patient Safety Culture,Y
501313,CASCADE MEDICAL CENTER,LEAVENWORTH,WA,General Surgery Registry,N
500012,YAKIMA REGIONAL MEDICAL AND CARDIAC CENTER,YAKIMA,WA,Patient Safety Culture,N
500026,SWEDISH EDMONDS HOSPITAL,EDMONDS,WA,Able to receive lab results electronically,Yes
491302,CARILION GILES COMMUNITY HOSPITAL,PEARISBURG,VA,General Surgery Registry,Y
500108,ST JOSEPH MEDICAL CENTER,TACOMA,WA,"Able to track patients’ lab results, tests, and referrals electronically between visits",Yes
500060,CASCADE VALLEY HOSPITAL,ARLINGTON,WA,Safe surgery checklist use (outpatient),Yes
500050,PEACEHEALTH SOUTHWEST MEDICAL CENTER,VANCOUVER,WA,Patient Safety Culture,Y
500108,ST JOSEPH MEDICAL CENTER,TACOMA,WA,Safe surgery checklist use (outpatient),Yes
500079,MULTICARE GOOD SAMARITAN HOSPITAL,PUYALLUP,WA,Able to receive lab results electronically,Yes
500005,VIRGINIA MASON MEDICAL CENTER,SEATTLE,WA,Patient Safety Culture,Y
490115,TWIN COUNTY REGIONAL HOSPITAL,GALAX,VA,"Able to track patients’ lab results, tests, and referrals electronically between visits",Yes
490136,BON SECOURS ST FRANCIS MEDICAL CENTER,MIDLOTHIAN,VA,General Surgery Registry,N
500058,KADLEC REGIONAL MEDICAL CENTER,RICHLAND,WA,General Surgery Registry,N
490120,CHESAPEAKE GENERAL HOSPITAL,CHESAPEAKE,VA,Safe surgery checklist use (inpatient),Y
500002,PROVIDENCE ST MARY MEDICAL CENTER,WALLA WALLA,WA,"Able to track patients’ lab results, tests, and referrals electronically between visits",Yes
500064,HARBORVIEW MEDICAL CENTER,SEATTLE,WA,"Able to track patients’ lab results, tests, and referrals electronically between visits",Yes
500021,ST CLARE HOSPITAL,LAKEWOOD,WA,"Able to track patients’ lab results, tests, and referrals electronically between visits",Yes
490141,SPOTSYLVANIA REGIONAL MEDICAL CENTER,FREDERICKSBURG,VA,Patient Safety Culture,Y
501333,KITTITAS VALLEY COMMUNITY HOSPITAL,ELLENSBURG,WA,Able to receive lab results electronically,Yes
490140,"STAFFORD HOSPITAL, LLC",STAFFORD,VA,General Surgery Registry,N
490116,LEWISGALE HOSPITAL PULASKI,PULASKI,VA,General Surgery Registry,N
500088,VALLEY MEDICAL CENTER,RENTON,WA,Safe surgery checklist use (outpatient),Yes
500015,MULTICARE AUBURN MEDICAL CENTER,AUBURN,WA,Patient Safety Culture,Y
500072,OLYMPIC MEDICAL CENTER,PORT ANGELES,WA,Safe surgery checklist use (inpatient),Y
500049,WALLA WALLA GENERAL HOSPITAL,WALLA WALLA,WA,General Surgery Registry,N
500036,YAKIMA VALLEY MEMORIAL HOSPITAL,YAKIMA,WA,Patient Safety Culture,N
490122,INOVA MOUNT VERNON HOSPITAL,ALEXANDRIA,VA,Nursing care registry,Y
500072,OLYMPIC MEDICAL CENTER,PORT ANGELES,WA,Patient Safety Culture,Y
500026,SWEDISH EDMONDS HOSPITAL,EDMONDS,WA,Safe surgery checklist use (outpatient),Yes
490112,CJW MEDICAL CENTER,RICHMOND,VA,Safe surgery checklist use (outpatient),Yes
510029,THOMAS MEMORIAL HOSPITAL,SOUTH CHARLESTON,WV,General Surgery Registry,N
490136,BON SECOURS ST FRANCIS MEDICAL CENTER,MIDLOTHIAN,VA,"Able to track patients’ lab results, tests, and referrals electronically between visits",Yes
500003,SKAGIT VALLEY HOSPITAL,MOUNT VERNON,WA,"Able to track patients’ lab results, tests, and referrals electronically between visits",No
500084,EVERGREEN HEALTH MONROE,MONROE,WA,Safe surgery checklist use (inpatient),Y
500041,PEACHEALTH ST JOHN MEDICAL CENTER,LONGVIEW,WA,General Surgery Registry,Y
500026,SWEDISH EDMONDS HOSPITAL,EDMONDS,WA,Nursing care registry,Y
500084,EVERGREEN HEALTH MONROE,MONROE,WA,Nursing care registry,N
490118,HENRICO DOCTORS' HOSPITAL,RICHMOND,VA,Safe surgery checklist use (outpatient),Yes
490122,INOVA MOUNT VERNON HOSPITAL,ALEXANDRIA,VA,Safe surgery checklist use (outpatient),Yes
500007,ISLAND HOSPITAL,ANACORTES,WA,Able to receive lab results electronically,Yes
500021,ST CLARE HOSPITAL,LAKEWOOD,WA,General Surgery Registry,Y
491306,"PIONEER HEALTH SERVICES OF PATRICK COUNTY,INC",STUART,VA,Nursing care registry,Y
500027,SWEDISH MEDICAL CENTER,SEATTLE,WA,Safe surgery checklist use (outpatient),Yes
490141,SPOTSYLVANIA REGIONAL MEDICAL CENTER,FREDERICKSBURG,VA,General Surgery Registry,N
491307,"PAGE MEMORIAL HOSPITAL, INC",LURAY,VA,"Able to track patients’ lab results, tests, and referrals electronically between visits",Yes
490114,LONESOME PINE HOSPITAL,BIG STONE GAP,VA,General Surgery Registry,N
490127,BUCHANAN GENERAL HOSPITAL,GRUNDY,VA,Safe surgery checklist use (outpatient),Yes
500021,ST CLARE HOSPITAL,LAKEWOOD,WA,Patient Safety Culture,Y
490114,LONESOME PINE HOSPITAL,BIG STONE GAP,VA,Safe surgery checklist use (outpatient),Yes
500064,HARBORVIEW MEDICAL CENTER,SEATTLE,WA,General Surgery Registry,Y
500072,OLYMPIC MEDICAL CENTER,PORT ANGELES,WA,Able to receive lab results electronically,Yes
510030,DAVIS MEDICAL CENTER,ELKINS,WV,Patient Safety Culture,Y
500060,CASCADE VALLEY HOSPITAL,ARLINGTON,WA,"Able to track patients’ lab results, tests, and referrals electronically between visits",Yes
500049,WALLA WALLA GENERAL HOSPITAL,WALLA WALLA,WA,Nursing care registry,Y
500026,SWEDISH EDMONDS HOSPITAL,EDMONDS,WA,Patient Safety Culture,Y
500007,ISLAND HOSPITAL,ANACORTES,WA,"Able to track patients’ lab results, tests, and referrals electronically between visits",Yes
500030,ST JOSEPH MEDICAL CENTER,BELLINGHAM,WA,Able to receive lab results electronically,Yes
490127,BUCHANAN GENERAL HOSPITAL,GRUNDY,VA,"Able to track patients’ lab results, tests, and referrals electronically between visits",Yes
490141,SPOTSYLVANIA REGIONAL MEDICAL CENTER,FREDERICKSBURG,VA,"Able to track patients’ lab results, tests, and referrals electronically between visits",Yes
500011,HIGHLINE MEDICAL CENTER,BURIEN,WA,Safe surgery checklist use (inpatient),Y
490144,NOVANT HEALTH UVA HEALTH HAYMARKET MEDICAL CENTER,HAYMARKET,VA,Able to receive lab results electronically,Yes
490144,NOVANT HEALTH UVA HEALTH HAYMARKET MEDICAL CENTER,HAYMARKET,VA,"Able to track patients’ lab results, tests, and referrals electronically between visits",Yes
490122,INOVA MOUNT VERNON HOSPITAL,ALEXANDRIA,VA,Patient Safety Culture,Y
490143,RIVERSIDE DOCTORS' HOSPITAL OF WILLIAMSBURG,WILLIAMSBURG,VA,General Surgery Registry,N
500039,HARRISON MEMORIAL HOSPITAL,BREMERTON,WA,Able to receive lab results electronically,Yes
500016,CENTRAL WASHINGTON HOSPITAL,WENATCHEE,WA,Patient Safety Culture,N
490118,HENRICO DOCTORS' HOSPITAL,RICHMOND,VA,"Able to track patients’ lab results, tests, and referrals electronically between visits",Yes
491307,"PAGE MEMORIAL HOSPITAL, INC",LURAY,VA,Able to receive lab results electronically,Yes
500011,HIGHLINE MEDICAL CENTER,BURIEN,WA,Nursing care registry,Y
500041,PEACHEALTH ST JOHN MEDICAL CENTER,LONGVIEW,WA,Able to receive lab results electronically,Yes
490114,LONESOME PINE HOSPITAL,BIG STONE GAP,VA,Nursing care registry,N
500002,PROVIDENCE ST MARY MEDICAL CENTER,WALLA WALLA,WA,Able to receive lab results electronically,Yes
490113,SENTARA NORTHERN VIRGINIA MEDICAL CENTER,WOODBRIDGE,VA,"Able to track patients’ lab results, tests, and referrals electronically between visits",Yes
500031,GRAYS HARBOR COMMUNITY HOSPITAL,ABERDEEN,WA,Safe surgery checklist use (inpatient),Y
490115,TWIN COUNTY REGIONAL HOSPITAL,GALAX,VA,Able to receive lab results electronically,Yes
500084,EVERGREEN HEALTH MONROE,MONROE,WA,Safe surgery checklist use (outpatient),Yes
500021,ST CLARE HOSPITAL,LAKEWOOD,WA,Able to receive lab results electronically,Yes
510008,BERKELEY MEDICAL CENTER,MARTINSBURG,WV,"Able to track patients’ lab results, tests, and referrals electronically between visits",Yes
490118,HENRICO DOCTORS' HOSPITAL,RICHMOND,VA,Patient Safety Culture,Y
490127,BUCHANAN GENERAL HOSPITAL,GRUNDY,VA,General Surgery Registry,N
490120,CHESAPEAKE GENERAL HOSPITAL,CHESAPEAKE,VA,"Able to track patients’ lab results, tests, and referrals electronically between visits",Yes
500033,SAMARITAN HOSPITAL,MOSES LAKE,WA,Safe surgery checklist use (inpatient),Y
500001,NORTHWEST HOSPITAL,SEATTLE,WA,Patient Safety Culture,Y
491304,CARILION STONEWALL JACKSON HOSPITAL,LEXINGTON,VA,Nursing care registry,Y
500036,YAKIMA VALLEY MEMORIAL HOSPITAL,YAKIMA,WA,Able to receive lab results electronically,Yes
500033,SAMARITAN HOSPITAL,MOSES LAKE,WA,Nursing care registry,Y
500039,HARRISON MEMORIAL HOSPITAL,BREMERTON,WA,"Able to track patients’ lab results, tests, and referrals electronically between visits",Yes
490115,TWIN COUNTY REGIONAL HOSPITAL,GALAX,VA,Patient Safety Culture,Y
500012,YAKIMA REGIONAL MEDICAL AND CARDIAC CENTER,YAKIMA,WA,General Surgery Registry,N
491302,CARILION GILES COMMUNITY HOSPITAL,PEARISBURG,VA,Safe surgery checklist use (inpatient),Y
491302,CARILION GILES COMMUNITY HOSPITAL,PEARISBURG,VA,Nursing care registry,Y
490122,INOVA MOUNT VERNON HOSPITAL,ALEXANDRIA,VA,Safe surgery checklist use (inpatient),Y
500060,CASCADE VALLEY HOSPITAL,ARLINGTON,WA,Nursing care registry,Y
510023,WEIRTON MEDICAL CENTER,WEIRTON,WV,"Able to track patients’ lab results, tests, and referrals electronically between visits",Yes
510008,BERKELEY MEDICAL CENTER,MARTINSBURG,WV,Patient Safety Culture,Y
500077,PROVIDENCE HOLY FAMILY HOSPITAL,SPOKANE,WA,"Able to track patients’ lab results, tests, and referrals electronically between visits",Yes
500058,KADLEC REGIONAL MEDICAL CENTER,RICHLAND,WA,Patient Safety Culture,Y
490141,SPOTSYLVANIA REGIONAL MEDICAL CENTER,FREDERICKSBURG,VA,Safe surgery checklist use (inpatient),Y
491308,RAPPAHANNOCK GENERAL HOSPITAL,KILMARNOCK,VA,Able to receive lab results electronically,Yes
491305,SHENANDOAH MEMORIAL HOSPITAL,WOODSTOCK,VA,Safe surgery checklist use (outpatient),Yes
500054,PROVIDENCE SACRED HEART MEDICAL CENTER,SPOKANE,WA,Safe surgery checklist use (inpatient),Y
500024,PROVIDENCE ST PETER HOSPITAL,OLYMPIA,WA,General Surgery Registry,N
500060,CASCADE VALLEY HOSPITAL,ARLINGTON,WA,Patient Safety Culture,Y
490113,SENTARA NORTHERN VIRGINIA MEDICAL CENTER,WOODBRIDGE,VA,Safe surgery checklist use (outpatient),Yes
500021,ST CLARE HOSPITAL,LAKEWOOD,WA,Safe surgery checklist use (outpatient),Yes
491305,SHENANDOAH MEMORIAL HOSPITAL,WOODSTOCK,VA,Able to receive lab results electronically,Yes
500008,UNIVERSITY OF WASHINGTON MEDICAL CTR,SEATTLE,WA,Able to receive lab results electronically,Yes
490116,LEWISGALE HOSPITAL PULASKI,PULASKI,VA,Patient Safety Culture,Y
500012,YAKIMA REGIONAL MEDICAL AND CARDIAC CENTER,YAKIMA,WA,Safe surgery checklist use (outpatient),Yes
490119,SENTARA PRINCESS ANNE HOSPITAL,VIRGINIA BEACH,VA,Nursing care registry,Y
501333,KITTITAS VALLEY COMMUNITY HOSPITAL,ELLENSBURG,WA,Nursing care registry,N
500027,SWEDISH MEDICAL CENTER,SEATTLE,WA,Able to receive lab results electronically,Yes
490119,SENTARA PRINCESS ANNE HOSPITAL,VIRGINIA BEACH,VA,General Surgery Registry,N
490116,LEWISGALE HOSPITAL PULASKI,PULASKI,VA,Nursing care registry,Y
500033,SAMARITAN HOSPITAL,MOSES LAKE,WA,Patient Safety Culture,Y
491308,RAPPAHANNOCK GENERAL HOSPITAL,KILMARNOCK,VA,Safe surgery checklist use (inpatient),Y
490122,INOVA MOUNT VERNON HOSPITAL,ALEXANDRIA,VA,General Surgery Registry,N
500026,SWEDISH EDMONDS HOSPITAL,EDMONDS,WA,Safe surgery checklist use (inpatient),Y
500005,VIRGINIA MASON MEDICAL CENTER,SEATTLE,WA,Able to receive lab results electronically,Yes
490141,SPOTSYLVANIA REGIONAL MEDICAL CENTER,FREDERICKSBURG,VA,Nursing care registry,Y
510013,REYNOLDS MEMORIAL HOSPITAL,GLEN DALE,WV,Able to receive lab results electronically,Yes
490145,STONESPRINGS HOSPITAL CENTER,DULLES,VA,Safe surgery checklist use (outpatient),Yes
490140,"STAFFORD HOSPITAL, LLC",STAFFORD,VA,Safe surgery checklist use (outpatient),Yes
500088,VALLEY MEDICAL CENTER,RENTON,WA,General Surgery Registry,Y
500108,ST JOSEPH MEDICAL CENTER,TACOMA,WA,Patient Safety Culture,Y
490145,STONESPRINGS HOSPITAL CENTER,DULLES,VA,Able to receive lab results electronically,Yes
500050,PEACEHEALTH SOUTHWEST MEDICAL CENTER,VANCOUVER,WA,General Surgery Registry,Y
500079,MULTICARE GOOD SAMARITAN HOSPITAL,PUYALLUP,WA,Patient Safety Culture,Y
491303,DICKENSON COMMUNITY HOSPITAL,CLINTWOOD,VA,Nursing care registry,N
490127,BUCHANAN GENERAL HOSPITAL,GRUNDY,VA,Able to receive lab results electronically,Yes
490111,WYTHE COUNTY COMMUNITY HOSPITAL,WYTHEVILLE,VA,General Surgery Registry,N
500031,GRAYS HARBOR COMMUNITY HOSPITAL,ABERDEEN,WA,Nursing care registry,Y
490118,HENRICO DOCTORS' HOSPITAL,RICHMOND,VA,Safe surgery checklist use (inpatient),Y
500064,HARBORVIEW MEDICAL CENTER,SEATTLE,WA,Safe surgery checklist use (inpatient),Y
490112,CJW MEDICAL CENTER,RICHMOND,VA,Able to receive lab results electronically,Yes
500021,ST CLARE HOSPITAL,LAKEWOOD,WA,Safe surgery checklist use (inpatient),Y
491303,DICKENSON COMMUNITY HOSPITAL,CLINTWOOD,VA,General Surgery Registry,N
500054,PROVIDENCE SACRED HEART MEDICAL CENTER,SPOKANE,WA,Patient Safety Culture,Y
490145,STONESPRINGS HOSPITAL CENTER,DULLES,VA,"Able to track patients’ lab results, tests, and referrals electronically between visits",Yes
491304,CARILION STONEWALL JACKSON HOSPITAL,LEXINGTON,VA,Safe surgery checklist use (inpatient),Y
500050,PEACEHEALTH SOUTHWEST MEDICAL CENTER,VANCOUVER,WA,Able to receive lab results electronically,Yes
500037,TOPPENISH COMMUNITY HOSPITAL,TOPPENISH,WA,Patient Safety Culture,N
500039,HARRISON MEMORIAL HOSPITAL,BREMERTON,WA,Patient Safety Culture,Y
500084,EVERGREEN HEALTH MONROE,MONROE,WA,Patient Safety Culture,Y
500049,WALLA WALLA GENERAL HOSPITAL,WALLA WALLA,WA,Safe surgery checklist use (inpatient),Y
491306,"PIONEER HEALTH SERVICES OF PATRICK COUNTY,INC",STUART,VA,"Able to track patients’ lab results, tests, and referrals electronically between visits",Yes
500058,KADLEC REGIONAL MEDICAL CENTER,RICHLAND,WA,Nursing care registry,Y
490140,"STAFFORD HOSPITAL, LLC",STAFFORD,VA,Nursing care registry,Y
500002,PROVIDENCE ST MARY MEDICAL CENTER,WALLA WALLA,WA,Patient Safety Culture,Y
500031,GRAYS HARBOR COMMUNITY HOSPITAL,ABERDEEN,WA,Patient Safety Culture,Y
500039,HARRISON MEMORIAL HOSPITAL,BREMERTON,WA,Safe surgery checklist use (inpatient),Y
490145,STONESPRINGS HOSPITAL CENTER,DULLES,VA,General Surgery Registry,N
500033,SAMARITAN HOSPITAL,MOSES LAKE,WA,"Able to track patients’ lab results, tests, and referrals electronically between visits",Yes
500014,PROVIDENCE REGIONAL MEDICAL CENTER EVERETT,EVERETT,WA,"Able to track patients’ lab results, tests, and referrals electronically between visits",Yes
500005,VIRGINIA MASON MEDICAL CENTER,SEATTLE,WA,General Surgery Registry,Y
500008,UNIVERSITY OF WASHINGTON MEDICAL CTR,SEATTLE,WA,Multispecialty surgical registry,Y
500014,PROVIDENCE REGIONAL MEDICAL CENTER EVERETT,EVERETT,WA,Able to receive lab results electronically,Yes
491308,RAPPAHANNOCK GENERAL HOSPITAL,KILMARNOCK,VA,Patient Safety Culture,Y
490136,BON SECOURS ST FRANCIS MEDICAL CENTER,MIDLOTHIAN,VA,Able to receive lab results electronically,Yes
