Provider_ID,Condition,Measure Name,Score,Sample
100258,Preventive Care,Immunization for influenza,100.0,634.0
100322,Preventive Care,Healthcare workers given influenza vaccination,26.0,144.0
100256,Emergency Department,Head CT results,93.0,14.0
100269,Emergency Department,Door to diagnostic eval,5.0,483.0
100255,Emergency Department,ED1,239.0,972.0
100288,Emergency Department,ED1,303.0,725.0
100321,Heart Attack or Chest Pain,Aspirin at Arrival,100.0,59.0
100285,Preventive Care,Immunization for influenza,98.0,430.0
100268,Emergency Department,Door to diagnostic eval,16.0,442.0
100321,Emergency Department,Door to diagnostic eval,40.0,372.0
100289,Preventive Care,Healthcare workers given influenza vaccination,89.0,3799.0
100284,Emergency Department,Door to diagnostic eval,17.0,1193.0
100275,Preventive Care,Immunization for influenza,99.0,509.0
100258,Heart Attack or Chest Pain,Median Time to ECG,6.0,12.0
100315,Emergency Department,Door to diagnostic eval,28.0,407.0
100252,Emergency Department,ED2,56.0,1079.0
100290,Preventive Care,Healthcare workers given influenza vaccination,74.0,2708.0
100256,Blood Clot Prevention and Treatment,Hospital acquired potentially preventable venous thromboembolism,0.0,24.0
100281,Preventive Care,Healthcare workers given influenza vaccination,66.0,5692.0
100285,Heart Attack or Chest Pain,Aspirin at Arrival,97.0,87.0
100275,Emergency Department,ED2,177.0,708.0
100292,Heart Attack or Chest Pain,Median Time to ECG,4.0,22.0
100264,Blood Clot Prevention and Treatment,Hospital acquired potentially preventable venous thromboembolism,0.0,37.0
100316,Emergency Department,ED2,100.0,1105.0
100287,Emergency Department,Left before being seen,0.0,42847.0
100288,Emergency Department,ED2,130.0,723.0
100286,Emergency Department,OP 18,127.0,409.0
100315,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,89.0,65.0
100267,Emergency Department,ED1,162.0,840.0
100286,Blood Clot Prevention and Treatment,Hospital acquired potentially preventable venous thromboembolism,4.0,24.0
100287,Emergency Department,Median time to pain med,46.0,54.0
100292,Emergency Department,ED2,106.0,572.0
100286,Heart Attack or Chest Pain,Median Time to ECG,8.0,27.0
100264,Pregnancy and Delivery Care,"Percent of newborns whose deliveries were scheduled early (1-3 weeks early), when a scheduled delivery was not medically necessary",0.0,69.0
100252,Heart Attack or Chest Pain,Median Time to ECG,11.0,102.0
100302,Heart Attack or Chest Pain,Median Time to ECG,6.0,39.0
100275,Emergency Department,Median time to pain med,46.0,83.0
100286,Heart Attack or Chest Pain,Aspirin at Arrival,96.0,25.0
100246,Emergency Department,OP 18,134.0,490.0
100269,Blood Clot Prevention and Treatment,Hospital acquired potentially preventable venous thromboembolism,0.0,18.0
100313,Emergency Department,Left before being seen,1.0,9957.0
100281,Emergency Department,Door to diagnostic eval,27.0,369.0
100243,Emergency Department,Head CT results,100.0,16.0
100253,Emergency Department,ED1,326.0,673.0
100276,Heart Attack or Chest Pain,Aspirin at Arrival,100.0,63.0
100254,Heart Attack or Chest Pain,Median Time to ECG,6.0,19.0
100265,Preventive Care,Healthcare workers given influenza vaccination,82.0,2896.0
100284,Preventive Care,Immunization for influenza,100.0,598.0
100316,Emergency Department,ED1,241.0,1105.0
100315,Emergency Department,OP 18,157.0,387.0
100254,Emergency Department,Median time to pain med,29.0,223.0
100276,Preventive Care,Healthcare workers given influenza vaccination,71.0,2290.0
100266,Emergency Department,Median time to pain med,67.0,139.0
100246,Blood Clot Prevention and Treatment,Hospital acquired potentially preventable venous thromboembolism,0.0,45.0
100302,Emergency Department,Median time to pain med,51.0,129.0
100259,Preventive Care,Healthcare workers given influenza vaccination,87.0,1124.0
100254,Emergency Department,ED2,110.0,1194.0
100321,Emergency Department,Median time to pain med,77.0,140.0
100321,Heart Attack or Chest Pain,Median Time to ECG,4.0,69.0
100299,Emergency Department,Median time to pain med,37.0,139.0
100276,Emergency Department,Left before being seen,0.0,69856.0
100320,Heart Attack or Chest Pain,Median Time to ECG,9.0,87.0
100243,Preventive Care,Immunization for influenza,99.0,678.0
100321,Heart Attack or Chest Pain,Median Time to Transfer to Another Facility for Acute Coronary Intervention,80.0,12.0
100256,Preventive Care,Immunization for influenza,100.0,689.0
100313,Emergency Department,ED2,56.0,308.0
100253,Emergency Department,Median time to pain med,50.0,214.0
100291,Emergency Department,OP 18,107.0,399.0
100314,Emergency Department,ED1,442.0,1424.0
100260,Heart Attack or Chest Pain,Median Time to Transfer to Another Facility for Acute Coronary Intervention,42.0,19.0
100252,Emergency Department,Head CT results,88.0,24.0
100249,Emergency Department,Head CT results,55.0,11.0
100296,Emergency Department,ED2,153.0,965.0
100291,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,99.0,82.0
100288,Pregnancy and Delivery Care,"Percent of newborns whose deliveries were scheduled early (1-3 weeks early), when a scheduled delivery was not medically necessary",0.0,91.0
100269,Pregnancy and Delivery Care,"Percent of newborns whose deliveries were scheduled early (1-3 weeks early), when a scheduled delivery was not medically necessary",0.0,39.0
100302,Emergency Department,ED2,169.0,816.0
100246,Pregnancy and Delivery Care,"Percent of newborns whose deliveries were scheduled early (1-3 weeks early), when a scheduled delivery was not medically necessary",0.0,100.0
100316,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,80.0,75.0
100258,Emergency Department,ED1,335.0,1117.0
100319,Pregnancy and Delivery Care,"Percent of newborns whose deliveries were scheduled early (1-3 weeks early), when a scheduled delivery was not medically necessary",0.0,56.0
100248,Emergency Department,Median time to pain med,37.0,148.0
100302,Preventive Care,Healthcare workers given influenza vaccination,72.0,531.0
100289,Preventive Care,Immunization for influenza,98.0,609.0
100307,Pregnancy and Delivery Care,"Percent of newborns whose deliveries were scheduled early (1-3 weeks early), when a scheduled delivery was not medically necessary",0.0,30.0
100286,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,100.0,126.0
100296,Preventive Care,Healthcare workers given influenza vaccination,90.0,1687.0
100299,Preventive Care,Immunization for influenza,98.0,540.0
100313,Emergency Department,OP 18,108.0,403.0
100258,Heart Attack or Chest Pain,Aspirin at Arrival,100.0,11.0
100320,Emergency Department,ED1,210.0,856.0
100252,Heart Attack or Chest Pain,Aspirin at Arrival,100.0,98.0
100265,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,90.0,113.0
100252,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,100.0,15.0
100289,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,88.0,104.0
100307,Emergency Department,Median time to pain med,66.0,83.0
100266,Preventive Care,Healthcare workers given influenza vaccination,94.0,873.0
100321,Emergency Department,OP 18,147.0,389.0
100256,Emergency Department,OP 18,165.0,445.0
100248,Emergency Department,ED2,66.0,1154.0
100292,Emergency Department,ED1,286.0,584.0
100276,Preventive Care,Immunization for influenza,99.0,517.0
100281,Emergency Department,Left before being seen,1.0,106769.0
100290,Emergency Department,ED1,391.0,1069.0
100292,Preventive Care,Healthcare workers given influenza vaccination,94.0,1111.0
100289,Emergency Department,OP 18,134.0,389.0
100302,Emergency Department,OP 18,143.0,393.0
100275,Blood Clot Prevention and Treatment,Hospital acquired potentially preventable venous thromboembolism,0.0,18.0
100314,Preventive Care,Healthcare workers given influenza vaccination,84.0,2396.0
100296,Emergency Department,Median time to pain med,45.0,57.0
100268,Preventive Care,Immunization for influenza,99.0,525.0
100313,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,50.0,26.0
100264,Preventive Care,Immunization for influenza,100.0,693.0
100292,Emergency Department,Left before being seen,2.0,31231.0
100287,Emergency Department,ED1,302.0,906.0
100268,Heart Attack or Chest Pain,Median Time to Transfer to Another Facility for Acute Coronary Intervention,62.0,28.0
100285,Emergency Department,OP 18,166.0,362.0
100290,Blood Clot Prevention and Treatment,Hospital acquired potentially preventable venous thromboembolism,13.0,23.0
100259,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,100.0,63.0
100281,Emergency Department,Median time to pain med,27.0,293.0
100281,Emergency Department,OP 18,161.0,371.0
100249,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,100.0,19.0
100264,Emergency Department,OP 18,182.0,491.0
100269,Emergency Department,Median time to pain med,31.0,284.0
100292,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,72.0,65.0
100314,Heart Attack or Chest Pain,Aspirin at Arrival,100.0,137.0
100307,Emergency Department,Left before being seen,2.0,37629.0
100321,Emergency Department,Left before being seen,2.0,39544.0
100315,Emergency Department,Left before being seen,1.0,23144.0
100249,Preventive Care,Healthcare workers given influenza vaccination,52.0,695.0
100246,Emergency Department,ED2,90.0,1230.0
100296,Heart Attack or Chest Pain,Aspirin at Arrival,100.0,17.0
100253,Emergency Department,Head CT results,72.0,18.0
100275,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,98.0,45.0
100260,Emergency Department,OP 18,108.0,458.0
100264,Emergency Department,Median time to pain med,36.0,159.0
100319,Preventive Care,Immunization for influenza,100.0,577.0
100322,Emergency Department,ED1,185.0,291.0
100314,Emergency Department,ED2,149.0,1424.0
100320,Heart Attack or Chest Pain,Aspirin at Arrival,99.0,84.0
100320,Preventive Care,Immunization for influenza,100.0,408.0
100313,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,9.0,58.0
100255,Emergency Department,Median time to pain med,34.0,75.0
100281,Emergency Department,Head CT results,90.0,21.0
100268,Emergency Department,OP 18,139.0,417.0
100256,Preventive Care,Healthcare workers given influenza vaccination,89.0,2181.0
100264,Heart Attack or Chest Pain,Median Time to ECG,11.0,11.0
100260,Preventive Care,Immunization for influenza,99.0,658.0
100316,Emergency Department,Head CT results,42.0,19.0
100259,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,84.0,32.0
100252,Emergency Department,Left before being seen,0.0,30134.0
100253,Heart Attack or Chest Pain,Median Time to ECG,5.0,13.0
100253,Emergency Department,Door to diagnostic eval,20.0,447.0
100290,Emergency Department,Left before being seen,2.0,27509.0
100266,Emergency Department,OP 18,134.0,430.0
100319,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,100.0,12.0
100249,Emergency Department,Left before being seen,3.0,24841.0
100268,Emergency Department,ED2,148.0,819.0
100316,Blood Clot Prevention and Treatment,Hospital acquired potentially preventable venous thromboembolism,0.0,18.0
100264,Emergency Department,Door to diagnostic eval,11.0,535.0
100265,Blood Clot Prevention and Treatment,Hospital acquired potentially preventable venous thromboembolism,0.0,20.0
100313,Preventive Care,Healthcare workers given influenza vaccination,93.0,203.0
100320,Preventive Care,Healthcare workers given influenza vaccination,66.0,613.0
100258,Emergency Department,ED2,105.0,1117.0
100276,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,100.0,110.0
100286,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,100.0,144.0
100292,Preventive Care,Immunization for influenza,96.0,495.0
100276,Emergency Department,OP 18,162.0,414.0
100320,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,27.0,11.0
100258,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,100.0,57.0
100252,Emergency Department,ED1,180.0,1080.0
100288,Emergency Department,Median time to pain med,55.0,317.0
100284,Preventive Care,Healthcare workers given influenza vaccination,43.0,1119.0
100319,Emergency Department,OP 18,165.0,419.0
100254,Heart Attack or Chest Pain,Aspirin at Arrival,100.0,17.0
100296,Emergency Department,Left before being seen,0.0,224444.0
100269,Emergency Department,OP 18,133.0,465.0
100292,Emergency Department,Median time to pain med,72.0,162.0
100275,Pregnancy and Delivery Care,"Percent of newborns whose deliveries were scheduled early (1-3 weeks early), when a scheduled delivery was not medically necessary",1.0,79.0
100276,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,99.0,211.0
100315,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,86.0,63.0
100284,Emergency Department,Left before being seen,0.0,10599.0
100286,Emergency Department,ED1,248.0,944.0
100281,Heart Attack or Chest Pain,Median Time to ECG,9.0,28.0
100248,Emergency Department,OP 18,131.0,465.0
100291,Emergency Department,Median time to pain med,49.0,67.0
100319,Emergency Department,ED2,90.0,825.0
100320,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,88.0,17.0
100265,Pregnancy and Delivery Care,"Percent of newborns whose deliveries were scheduled early (1-3 weeks early), when a scheduled delivery was not medically necessary",1.0,218.0
100307,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,100.0,25.0
100321,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,100.0,46.0
100290,Emergency Department,Head CT results,82.0,17.0
100292,Emergency Department,Head CT results,81.0,26.0
100299,Emergency Department,ED1,230.0,749.0
100255,Emergency Department,ED2,62.0,971.0
100313,Heart Attack or Chest Pain,Aspirin at Arrival,95.0,43.0
100285,Heart Attack or Chest Pain,Median Time to ECG,10.0,89.0
100252,Emergency Department,OP 18,99.0,457.0
100316,Heart Attack or Chest Pain,Median Time to Transfer to Another Facility for Acute Coronary Intervention,62.0,18.0
100307,Preventive Care,Healthcare workers given influenza vaccination,95.0,1582.0
100265,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,64.0,87.0
100260,Emergency Department,ED2,79.0,1064.0
100315,Heart Attack or Chest Pain,Median Time to Transfer to Another Facility for Acute Coronary Intervention,51.0,29.0
100266,Emergency Department,Left before being seen,1.0,31751.0
100299,Emergency Department,OP 18,122.0,398.0
100266,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,100.0,120.0
100320,Emergency Department,Door to diagnostic eval,3.0,478.0
100302,Emergency Department,Door to diagnostic eval,21.0,425.0
100253,Pregnancy and Delivery Care,"Percent of newborns whose deliveries were scheduled early (1-3 weeks early), when a scheduled delivery was not medically necessary",7.0,57.0
100322,Emergency Department,OP 18,114.0,480.0
100285,Pregnancy and Delivery Care,"Percent of newborns whose deliveries were scheduled early (1-3 weeks early), when a scheduled delivery was not medically necessary",0.0,116.0
100307,Preventive Care,Immunization for influenza,100.0,556.0
100267,Emergency Department,ED2,48.0,840.0
100276,Heart Attack or Chest Pain,Median Time to ECG,7.0,67.0
100268,Emergency Department,ED1,333.0,819.0
100321,Preventive Care,Immunization for influenza,100.0,577.0
100285,Preventive Care,Healthcare workers given influenza vaccination,63.0,3389.0
100313,Emergency Department,Door to diagnostic eval,29.0,359.0
100307,Emergency Department,OP 18,171.0,388.0
100259,Heart Attack or Chest Pain,Median Time to ECG,6.0,32.0
100259,Emergency Department,Head CT results,85.0,13.0
100246,Emergency Department,Door to diagnostic eval,5.0,536.0
100253,Heart Attack or Chest Pain,Aspirin at Arrival,92.0,13.0
100267,Emergency Department,Median time to pain med,26.0,79.0
100285,Emergency Department,ED2,143.0,466.0
100265,Emergency Department,Door to diagnostic eval,26.0,804.0
100266,Emergency Department,ED1,233.0,646.0
100265,Emergency Department,ED2,194.0,1437.0
100302,Emergency Department,ED1,350.0,816.0
100315,Heart Attack or Chest Pain,Median Time to ECG,7.0,130.0
100292,Pregnancy and Delivery Care,"Percent of newborns whose deliveries were scheduled early (1-3 weeks early), when a scheduled delivery was not medically necessary",4.0,111.0
100256,Emergency Department,Left before being seen,1.0,45290.0
100267,Heart Attack or Chest Pain,Aspirin at Arrival,100.0,14.0
100320,Emergency Department,ED2,41.0,856.0
100266,Emergency Department,ED2,72.0,643.0
100319,Emergency Department,Median time to pain med,42.0,186.0
100259,Emergency Department,Median time to pain med,27.0,74.0
100287,Preventive Care,Healthcare workers given influenza vaccination,76.0,1365.0
100291,Emergency Department,ED1,284.0,464.0
100281,Pregnancy and Delivery Care,"Percent of newborns whose deliveries were scheduled early (1-3 weeks early), when a scheduled delivery was not medically necessary",1.0,111.0
100275,Emergency Department,Left before being seen,0.0,51293.0
100258,Blood Clot Prevention and Treatment,Hospital acquired potentially preventable venous thromboembolism,0.0,27.0
100256,Emergency Department,ED1,264.0,1248.0
100243,Emergency Department,Left before being seen,9.0,1007.0
100316,Heart Attack or Chest Pain,Aspirin at Arrival,96.0,102.0
100260,Pregnancy and Delivery Care,"Percent of newborns whose deliveries were scheduled early (1-3 weeks early), when a scheduled delivery was not medically necessary",2.0,46.0
100267,Emergency Department,Door to diagnostic eval,6.0,504.0
100319,Emergency Department,Door to diagnostic eval,10.0,438.0
100287,Emergency Department,OP 18,139.0,410.0
100265,Emergency Department,Left before being seen,1.0,60623.0
100265,Preventive Care,Immunization for influenza,100.0,868.0
100322,Preventive Care,Immunization for influenza,20.0,134.0
100243,Blood Clot Prevention and Treatment,Hospital acquired potentially preventable venous thromboembolism,0.0,32.0
100253,Emergency Department,Left before being seen,1.0,36403.0
100264,Preventive Care,Healthcare workers given influenza vaccination,68.0,2197.0
100289,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,100.0,101.0
100252,Preventive Care,Immunization for influenza,100.0,561.0
100321,Pregnancy and Delivery Care,"Percent of newborns whose deliveries were scheduled early (1-3 weeks early), when a scheduled delivery was not medically necessary",0.0,42.0
100313,Emergency Department,ED1,210.0,338.0
100290,Emergency Department,Door to diagnostic eval,60.0,386.0
100286,Emergency Department,Left before being seen,0.0,46019.0
100276,Emergency Department,Median time to pain med,46.0,301.0
100267,Preventive Care,Immunization for influenza,99.0,477.0
100258,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,100.0,30.0
100268,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,100.0,30.0
100249,Emergency Department,OP 18,146.0,401.0
100269,Emergency Department,Left before being seen,1.0,52782.0
100264,Emergency Department,ED1,294.0,1159.0
100254,Emergency Department,OP 18,103.0,551.0
100255,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,100.0,29.0
100285,Emergency Department,ED1,326.0,466.0
100314,Emergency Department,Median time to pain med,48.0,157.0
100292,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,93.0,382.0
100252,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,100.0,47.0
100256,Emergency Department,Door to diagnostic eval,10.0,496.0
100316,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,82.0,60.0
100290,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,100.0,52.0
100246,Preventive Care,Immunization for influenza,100.0,670.0
100290,Preventive Care,Immunization for influenza,96.0,585.0
100299,Preventive Care,Healthcare workers given influenza vaccination,69.0,965.0
100315,Preventive Care,Immunization for influenza,100.0,471.0
100315,Emergency Department,ED2,79.0,718.0
100288,Emergency Department,Door to diagnostic eval,24.0,442.0
100255,Preventive Care,Immunization for influenza,100.0,578.0
100313,Emergency Department,Median time to pain med,49.0,51.0
100314,Emergency Department,OP 18,234.0,1110.0
100286,Emergency Department,Door to diagnostic eval,10.0,431.0
100316,Emergency Department,Door to diagnostic eval,14.0,414.0
100285,Emergency Department,Door to diagnostic eval,21.0,373.0
100291,Emergency Department,Door to diagnostic eval,20.0,430.0
100320,Emergency Department,OP 18,118.0,446.0
100302,Preventive Care,Immunization for influenza,99.0,414.0
100243,Emergency Department,OP 18,139.0,532.0
100285,Emergency Department,Median time to pain med,31.0,302.0
100291,Preventive Care,Healthcare workers given influenza vaccination,44.0,883.0
100291,Heart Attack or Chest Pain,Median Time to ECG,1.0,13.0
100249,Emergency Department,Median time to pain med,43.0,63.0
100289,Emergency Department,ED1,355.0,611.0
100248,Emergency Department,ED1,224.0,1155.0
100246,Emergency Department,Left before being seen,1.0,76863.0
100254,Pregnancy and Delivery Care,"Percent of newborns whose deliveries were scheduled early (1-3 weeks early), when a scheduled delivery was not medically necessary",3.0,60.0
100316,Preventive Care,Healthcare workers given influenza vaccination,94.0,1895.0
100254,Emergency Department,ED1,276.0,1194.0
100307,Blood Clot Prevention and Treatment,Hospital acquired potentially preventable venous thromboembolism,0.0,14.0
100260,Heart Attack or Chest Pain,Median Time to ECG,6.0,89.0
100268,Emergency Department,Median time to pain med,53.0,203.0
100264,Emergency Department,ED2,78.0,1159.0
100254,Preventive Care,Immunization for influenza,95.0,668.0
100287,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,19.0,26.0
100248,Emergency Department,Left before being seen,1.0,70038.0
100259,Emergency Department,ED2,74.0,1167.0
100292,Emergency Department,Door to diagnostic eval,37.0,391.0
100246,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,100.0,35.0
100269,Emergency Department,ED1,251.0,957.0
100267,Emergency Department,Head CT results,100.0,24.0
100264,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,100.0,11.0
100268,Preventive Care,Healthcare workers given influenza vaccination,89.0,1583.0
100307,Emergency Department,ED2,87.0,609.0
100287,Emergency Department,ED2,134.0,905.0
100285,Emergency Department,Left before being seen,1.0,67080.0
100319,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,47.0,15.0
100253,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,72.0,25.0
100281,Preventive Care,Immunization for influenza,99.0,501.0
100299,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,94.0,50.0
100320,Heart Attack or Chest Pain,Median Time to Transfer to Another Facility for Acute Coronary Intervention,71.0,18.0
100289,Emergency Department,ED2,210.0,611.0
100314,Preventive Care,Immunization for influenza,100.0,824.0
100253,Preventive Care,Immunization for influenza,98.0,576.0
100307,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,100.0,35.0
100260,Preventive Care,Healthcare workers given influenza vaccination,72.0,1471.0
100289,Blood Clot Prevention and Treatment,Hospital acquired potentially preventable venous thromboembolism,0.0,26.0
100259,Preventive Care,Immunization for influenza,100.0,612.0
100281,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,100.0,70.0
100291,Preventive Care,Immunization for influenza,100.0,328.0
100287,Preventive Care,Immunization for influenza,99.0,586.0
100313,Heart Attack or Chest Pain,Median Time to ECG,12.0,45.0
100289,Emergency Department,Median time to pain med,44.0,100.0
100314,Emergency Department,Head CT results,86.0,14.0
100249,Preventive Care,Immunization for influenza,98.0,584.0
100276,Emergency Department,ED1,342.0,755.0
100288,Emergency Department,Left before being seen,1.0,70882.0
100266,Preventive Care,Immunization for influenza,94.0,395.0
100256,Emergency Department,Median time to pain med,32.0,118.0
100267,Emergency Department,OP 18,121.0,476.0
100319,Emergency Department,ED1,269.0,825.0
100299,Emergency Department,Left before being seen,0.0,31673.0
100246,Emergency Department,Median time to pain med,25.0,283.0
100265,Emergency Department,Head CT results,62.0,21.0
100266,Heart Attack or Chest Pain,Median Time to Transfer to Another Facility for Acute Coronary Intervention,52.0,17.0
100253,Cancer care,External Beam Radiotherapy for Bone Metastases,100.0,11.0
100254,Emergency Department,Left before being seen,0.0,99427.0
100320,Emergency Department,Left before being seen,0.0,49277.0
100288,Blood Clot Prevention and Treatment,Hospital acquired potentially preventable venous thromboembolism,0.0,25.0
100275,Emergency Department,Door to diagnostic eval,0.0,412.0
100288,Preventive Care,Immunization for influenza,93.0,489.0
100260,Heart Attack or Chest Pain,Aspirin at Arrival,100.0,88.0
100264,Emergency Department,Left before being seen,1.0,56526.0
100281,Emergency Department,ED1,393.0,745.0
100281,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,100.0,70.0
100243,Emergency Department,Door to diagnostic eval,8.0,566.0
100252,Emergency Department,Median time to pain med,27.0,198.0
100260,Emergency Department,ED1,259.0,1064.0
100259,Emergency Department,Left before being seen,0.0,20340.0
100255,Emergency Department,Left before being seen,1.0,22412.0
100255,Emergency Department,OP 18,126.0,410.0
100322,Emergency Department,Door to diagnostic eval,21.0,389.0
100287,Emergency Department,Door to diagnostic eval,10.0,444.0
100290,Emergency Department,OP 18,238.0,351.0
100267,Emergency Department,Left before being seen,1.0,20653.0
100277,Preventive Care,Immunization for influenza,44.0,192.0
100249,Heart Attack or Chest Pain,Median Time to ECG,6.0,18.0
100266,Emergency Department,Door to diagnostic eval,27.0,453.0
100286,Emergency Department,Median time to pain med,36.0,140.0
100260,Emergency Department,Head CT results,75.0,28.0
100258,Emergency Department,Left before being seen,2.0,49942.0
100260,Emergency Department,Median time to pain med,28.0,172.0
100287,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,62.0,21.0
100288,Heart Attack or Chest Pain,Median Time to ECG,25.0,17.0
100268,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,100.0,52.0
100276,Emergency Department,Door to diagnostic eval,16.0,431.0
100268,Pregnancy and Delivery Care,"Percent of newborns whose deliveries were scheduled early (1-3 weeks early), when a scheduled delivery was not medically necessary",0.0,69.0
100248,Preventive Care,Immunization for influenza,99.0,718.0
100249,Emergency Department,ED1,318.0,845.0
100286,Preventive Care,Immunization for influenza,97.0,636.0
100275,Preventive Care,Healthcare workers given influenza vaccination,44.0,2109.0
100281,Emergency Department,ED2,199.0,744.0
100252,Emergency Department,Door to diagnostic eval,5.0,496.0
100314,Emergency Department,Left before being seen,2.0,70453.0
100291,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,99.0,80.0
100267,Preventive Care,Healthcare workers given influenza vaccination,92.0,553.0
100253,Emergency Department,ED2,186.0,673.0
100260,Emergency Department,Door to diagnostic eval,5.0,505.0
100321,Emergency Department,ED2,140.0,911.0
100314,Emergency Department,Door to diagnostic eval,44.0,1158.0
100249,Pregnancy and Delivery Care,"Percent of newborns whose deliveries were scheduled early (1-3 weeks early), when a scheduled delivery was not medically necessary",0.0,39.0
100289,Emergency Department,Door to diagnostic eval,16.0,412.0
100265,Emergency Department,ED1,337.0,1455.0
100314,Blood Clot Prevention and Treatment,Hospital acquired potentially preventable venous thromboembolism,0.0,20.0
100255,Emergency Department,Door to diagnostic eval,9.0,449.0
100259,Emergency Department,Door to diagnostic eval,7.0,458.0
100254,Preventive Care,Healthcare workers given influenza vaccination,44.0,1983.0
